line_item_id,name,fulfillment_service,fulfillment_status,origin_location_id,origin_location_name,origin_location_address1,origin_location_city,origin_location_zip,price,product_id,quantity,requires_shipping,sku,taxable,title,total_discount,variant_id,variant_title,variant_inventory_management,vendor,tax_rate
8979751764143,"Pfand für 6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,0.48,,1,True,,False,"Pfand für 6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",0.0,,,,Campusbier,
8979751796911,"Pfand für 6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,0.48,,1,True,,False,"Pfand für 6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",0.0,,,,Campusbier,
8979751829679,"6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,9.0,4327891304527.0,1,True,00021,True,"6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",0.0,31075158687823.0,,shopify,Campusbier,0.16
8979751862447,Weihnachtsbox - Regionalität,manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,34.9,6125559513263.0,1,True,,True,Weihnachtsbox - Regionalität,0.0,37749204091055.0,,shopify,Campusbier,0.16
8979751895215,"6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,9.0,4327890452559.0,1,True,00020,True,"6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",0.0,31075153346639.0,,shopify,Campusbier,0.16
8979893911727,Tip,manual,,,,,,,0.95,,1,False,,False,Tip,0.0,,,,,
8979893944495,"Pfand für 6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,0.48,,1,True,,False,"Pfand für 6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",0.0,,,,Campusbier,
8979893977263,"6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,9.0,4327890452559.0,1,True,00020,True,"6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",0.0,31075153346639.0,,shopify,Campusbier,0.16
8979921174703,"Pfand für 6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,0.48,,1,True,,False,"Pfand für 6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",0.0,,,,Campusbier,
8979921207471,"6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,9.0,4327890452559.0,1,True,00020,True,"6-Pack Campusbier Haster Hell (6 Flaschen à 0,33 Liter)",0.0,31075153346639.0,,shopify,Campusbier,0.16
